stop_id,stop_name,bus_route_numbers,bus_route_names,directions,route_direction_pairs,eastbound_southbound_routes,westbound_northbound_routes,route_count
10858,22 Steinway Blvd,60; 927; 960,60 - Steeles West; 927 - Highway 27 Express; 960 - Steeles West Express,EASTBOUND; SOUTHBOUND,60:EASTBOUND; 927:SOUTHBOUND; 960:EASTBOUND,60; 927; 960,,3
4672,220 Toryork Dr,119,119 - Torbarrie,EASTBOUND,119:EASTBOUND,119,,1
14143,2200 Markham Rd,102,102 - Markham Rd,NORTHBOUND,102:NORTHBOUND,,102,1
15855,2201 Markham Rd,102,102 - Markham Rd,SOUTHBOUND,102:SOUTHBOUND,102,,1
8258,2215 Steeles Ave West,60; 353,60 - Steeles West; 353 - Steeles,WESTBOUND; EASTBOUND,60:WESTBOUND; 353:EASTBOUND,,60; 353,2
5253,2216 Lawrence Ave East,54; 354,54 - Lawrence East; 354 - Lawrence East,EASTBOUND,54:EASTBOUND; 354:EASTBOUND,54; 354,,2
5683,2220 Midland Ave,57,57 - Midland,NORTHBOUND,57:NORTHBOUND,,57,1
16611,2231 Lawrence Ave East,54; 354,54 - Lawrence East; 354 - Lawrence East,EASTBOUND,54:EASTBOUND; 354:EASTBOUND,,54; 354,2
11075,225 Carrier Dr,96,96 - Wilson,WESTBOUND,96:WESTBOUND,,96,1
16711,225 Confederation Dr - Cedar Ridge Creative Centre,406,406 - Scarborough-Guildwood,SOUTHBOUND; NORTHBOUND,406:SOUTHBOUND; 406:NORTHBOUND,406,406,1
6940,225 Rexdale Blvd,37,37 - Islington,NORTHBOUND,37:NORTHBOUND,,37,1
13701,2260 Markham Rd,102,102 - Markham Rd,NORTHBOUND,102:NORTHBOUND,,102,1
3910,2265 Jane St,35; 120; 335,35 - Jane; 120 - Calvington; 335 - Jane,SOUTHBOUND; EASTBOUND,35:SOUTHBOUND; 120:EASTBOUND; 335:SOUTHBOUND,35; 120; 335,,3
5684,2265 Midland Ave,57,57 - Midland,SOUTHBOUND,57:SOUTHBOUND,57,,1
609,227 Bridgeland Ave,18,18 - Caledonia,SOUTHBOUND,18:SOUTHBOUND,18,,1
13700,2275 Markham Rd,102,102 - Markham Rd,SOUTHBOUND,102:SOUTHBOUND,102,,1
4814,2278 Brimley Rd,21,21 - Brimley,NORTHBOUND,21:NORTHBOUND,,21,1
9093,23 Kodiak Cres,107,107 - Alness-Chesswood,WESTBOUND,107:WESTBOUND,107,,1
2826,23 Lesmill Rd,122,122 - Graydon Hall,WESTBOUND,122:WESTBOUND,,122,1
7766,230 Ian MacDonald Blvd,41; 335; 341; 353,41 - Keele; 335 - Jane; 341 - Keele; 353 - Steeles,NORTHBOUND; SOUTHBOUND; EASTBOUND,41:NORTHBOUND; 335:SOUTHBOUND; 341:SOUTHBOUND; 353:EASTBOUND,335; 341; 353,41,4
4851,235 Carlaw Ave,72; 325,72 - Pape; 325 - Don Mills,SOUTHBOUND,72:SOUTHBOUND; 325:SOUTHBOUND,72; 325,,2
299,2350 Bayview Ave - The Granite Club,11; 162,11 - Bayview; 162 - Lawrence-Donway,NORTHBOUND; EASTBOUND,11:NORTHBOUND; 162:EASTBOUND,162,11,2
298,2395 Bayview Ave - Bob Rumball Centre For The Deaf,11; 162,11 - Bayview; 162 - Lawrence-Donway,SOUTHBOUND; WESTBOUND,11:SOUTHBOUND; 162:WESTBOUND,11,162,2
9246,2397 Finch Ave West - Finch/Weston Centre,119; 336,119 - Torbarrie; 336 - Finch West,WESTBOUND,119:WESTBOUND; 336:WESTBOUND,,119; 336,2
6340,24 Davean Dr,115,115 - Silver Hills,EASTBOUND,115:EASTBOUND,115,,1
7751,24 Fenmar Dr,84,84 - Sheppard West,WESTBOUND,84:WESTBOUND,,84,1
9528,24 Mabelle Ave,40,40 - Junction-Dundas West,EASTBOUND,40:EASTBOUND,40,,1
610,240 Bridgeland Ave,18,18 - Caledonia,NORTHBOUND,18:NORTHBOUND,,18,1
6935,240 Rexdale Blvd,37,37 - Islington,SOUTHBOUND,37:SOUTHBOUND,37,,1
7454,241 Woodsworth Rd,115,115 - Silver Hills,WESTBOUND,115:WESTBOUND,,115,1
16412,2425 Kennedy Rd,43; 343,43 - Kennedy; 343 - Kennedy,SOUTHBOUND,43:SOUTHBOUND; 343:SOUTHBOUND,43; 343,,2
16498,243 Toryork Dr,166,166 - Toryork,EASTBOUND,166:EASTBOUND,166,,1
8661,244 The West Mall,112,112 - West Mall,WESTBOUND,112:WESTBOUND,,112,1
16009,245 Dixon Rd - No Frills,405,405 - Etobicoke,EASTBOUND; WESTBOUND,405:EASTBOUND; 405:WESTBOUND,405,405,1
431,2450 Birchmount Rd - Stephen Leacock Collegiate,17,17 - Birchmount,NORTHBOUND,17:NORTHBOUND,,17,1
8662,247 The West Mall,112,112 - West Mall,WESTBOUND,112:WESTBOUND,112,,1
439,2481 Birchmount Rd,17,17 - Birchmount,SOUTHBOUND,17:SOUTHBOUND,17,,1
15609,2490 Gerrard St East,404,404 - East York,EASTBOUND,404:EASTBOUND; 404:EASTBOUND,404,404,1
15606,25 Brucewood Cres,400,400 - Lawrence Manor,WESTBOUND,400:WESTBOUND,,400,1
9533,25 Mabelle Ave,40,40 - Junction-Dundas West,WESTBOUND,40:WESTBOUND,,40,1
11188,25 St Dennis Dr,403,403 - South Don Mills,NORTHBOUND,403:NORTHBOUND,,403,1
6284,250 Carlaw Ave,72; 325,72 - Pape; 325 - Don Mills,NORTHBOUND,72:NORTHBOUND; 325:NORTHBOUND,,72; 325,2
6321,250 Consumers Rd,24; 167,24 - Victoria Park; 167 - Pharmacy North,SOUTHBOUND; NORTHBOUND,24:SOUTHBOUND; 167:NORTHBOUND,24,167,2
10291,250 Finchdene Sq,134; 334; 353,134 - Progress; 334 - Eglinton; 353 - Steeles,SOUTHBOUND; EASTBOUND,134:SOUTHBOUND; 334:EASTBOUND; 353:EASTBOUND,134; 334; 353,,3
5855,250 Norfinch Dr,84,84 - Sheppard West,WESTBOUND,84:WESTBOUND,,84,1
14301,250 Wincott Dr - Richview Square Plaza (Rexall),405,405 - Etobicoke,EASTBOUND; WESTBOUND,405:EASTBOUND; 405:WESTBOUND,405,405,1
13686,251 Consumers Rd,24; 167,24 - Victoria Park; 167 - Pharmacy North,NORTHBOUND,24:NORTHBOUND; 167:NORTHBOUND,167,24,2
16766,255 Morningside Ave,54; 116; 334; 354,54 - Lawrence East; 116 - Morningside; 334 - Eglinton; 354 - Lawrence East,EASTBOUND; WESTBOUND,54:EASTBOUND; 116:WESTBOUND; 334:WESTBOUND; 354:EASTBOUND,,54; 116; 334; 354,4
11550,257 Finchdene Sq,134; 339,134 - Progress; 339 - Finch East,SOUTHBOUND; NORTHBOUND; EASTBOUND,134:SOUTHBOUND; 134:NORTHBOUND; 339:EASTBOUND; 339:EASTBOUND,134; 339,134; 339,2
16497,258 Toryork Dr,119,119 - Torbarrie,EASTBOUND,119:EASTBOUND,119,,1
8347,26 Thorncliffe Park Dr at Grandstand Pl,72; 325; 403,72 - Pape; 325 - Don Mills; 403 - South Don Mills,NORTHBOUND,72:NORTHBOUND; 325:NORTHBOUND; 403:NORTHBOUND,,72; 325; 403,3
5541,261 Maple Leaf Dr,59,59 - Maple Leaf,WESTBOUND,59:WESTBOUND,,59,1
15924,2615 Danforth Ave,20; 23; 113; 300,20 - Cliffside; 23 - Dawes; 113 - Danforth; 300 - Bloor-Danforth,WESTBOUND; SOUTHBOUND,20:WESTBOUND; 23:SOUTHBOUND; 113:WESTBOUND; 300:WESTBOUND,23,20; 113; 300,4
11074,263 Carrier Dr,96,96 - Wilson,EASTBOUND; WESTBOUND,96:EASTBOUND; 96:WESTBOUND,96,96,1
16719,2661 Kingston Rd,12; 69; 86; 102; 316,12 - Kingston Rd; 69 - Warden South; 86 - Scarborough; 102 - Markham Rd; 316 - Kingston Rd-McCowan,WESTBOUND; NORTHBOUND; SOUTHBOUND,12:WESTBOUND; 69:NORTHBOUND; 86:WESTBOUND; 102:SOUTHBOUND; 316:SOUTHBOUND,102; 316,12; 69; 86,5
13464,2666 Danforth Ave,20; 23; 113; 300,20 - Cliffside; 23 - Dawes; 113 - Danforth; 300 - Bloor-Danforth,EASTBOUND; NORTHBOUND,20:EASTBOUND; 23:NORTHBOUND; 113:EASTBOUND; 300:EASTBOUND,20; 113; 300,23,4
15992,2672 St Clair Ave West,79; 189,79 - Scarlett Rd; 189 - Stockyards,SOUTHBOUND; EASTBOUND; WESTBOUND,79:SOUTHBOUND; 189:EASTBOUND; 189:WESTBOUND,79; 189,189,2
14507,270 Wilson Ave - No Frills,400,400 - Lawrence Manor,EASTBOUND; WESTBOUND,400:EASTBOUND; 400:WESTBOUND,400,400,1
14053,275 Grandravine Dr,108,108 - Driftwood,WESTBOUND,108:WESTBOUND,,108,1
14966,278 Cummer Ave - St John's Rehab Hospital,42,42 - Cummer,EASTBOUND,42:EASTBOUND,42,,1
9411,279 Rexdale Blvd,37,37 - Islington,NORTHBOUND,37:NORTHBOUND,,37,1
7475,279 Yorkland Blvd (North),24; 167,24 - Victoria Park; 167 - Pharmacy North,NORTHBOUND,24:NORTHBOUND; 167:NORTHBOUND,167,24,2
8426,2793 Victoria Park Ave,24; 169,24 - Victoria Park; 169 - Huntingwood,SOUTHBOUND; EASTBOUND,24:SOUTHBOUND; 169:EASTBOUND,24; 169,,2
9870,28 Ingram Dr,59; 164,59 - Maple Leaf; 164 - Castlefield,EASTBOUND,59:EASTBOUND; 164:EASTBOUND,59; 164,,2
9516,280 Yorkland Blvd (North),24; 167,24 - Victoria Park; 167 - Pharmacy North,SOUTHBOUND; NORTHBOUND,24:SOUTHBOUND; 167:NORTHBOUND,24,167,2
3847,2825 Islington Ave,37; 337; 937,37 - Islington; 337 - Islington; 937 - Islington Express,SOUTHBOUND,37:SOUTHBOUND; 337:SOUTHBOUND; 937:SOUTHBOUND,37; 337; 937,,3
1825,285 Cummer Ave - St John's Rehab Hospital,42,42 - Cummer,WESTBOUND,42:WESTBOUND,,42,1
14104,2851 Morningside Ave Walkway to Raponi Cir,53; 133; 939; 953,53 - Steeles East; 133 - Neilson; 939 - Finch Express; 953 - Steeles East Express,EASTBOUND; SOUTHBOUND,53:EASTBOUND; 133:SOUTHBOUND; 939:EASTBOUND; 953:EASTBOUND,53; 133; 939; 953,,4
3725,289 Horner Ave,110,110 - Islington South,SOUTHBOUND,110:SOUTHBOUND,110,,1
11531,29 Valley Woods Rd,191,191 - Underhill,SOUTHBOUND,191:SOUTHBOUND,191,,1
14276,2900 Warden Ave - Bridlewood Mall,68; 324,68 - Warden; 324 - Victoria Park,NORTHBOUND,68:NORTHBOUND; 324:NORTHBOUND,,68; 324,2
1849,295 Danforth Rd,113; 300,113 - Danforth; 300 - Bloor-Danforth,WESTBOUND,113:WESTBOUND; 300:WESTBOUND,,113; 300,2
5722,2950 Midland Ave,57,57 - Midland,NORTHBOUND,57:NORTHBOUND,,57,1
13422,2980 Don Mills Rd,10; 25; 169; 325; 925,10 - Van Horne; 25 - Don Mills; 169 - Huntingwood; 325 - Don Mills; 925 - Don Mills Express,EASTBOUND; NORTHBOUND,10:EASTBOUND; 25:NORTHBOUND; 169:EASTBOUND; 325:NORTHBOUND; 925:NORTHBOUND,10; 169,25; 325; 925,5
5854,299 Norfinch Dr,84,84 - Sheppard West,EASTBOUND,84:EASTBOUND,84,,1
9270,30 Drewry Ave,125,125 - Drewry,EASTBOUND,125:EASTBOUND,125,,1
11873,300 Atkinson Ave,160,160 - Bathurst North,NORTHBOUND,160:NORTHBOUND,160,,1
16524,300 Bay St,19,19 - Bay,NORTHBOUND,19:NORTHBOUND,,19,1
11662,3003 Danforth Ave - Shoppers World,404,404 - East York,EASTBOUND,404:EASTBOUND; 404:EASTBOUND,404,404,1
4065,3008 Kennedy Rd,43; 343,43 - Kennedy; 343 - Kennedy,NORTHBOUND,43:NORTHBOUND; 343:NORTHBOUND,,43; 343,2
15604,3010 Dufferin St - Casa Del Zotto,400,400 - Lawrence Manor,EASTBOUND; WESTBOUND,400:EASTBOUND; 400:WESTBOUND,400,400,1
4066,3015 Kennedy Rd,43; 343,43 - Kennedy; 343 - Kennedy,SOUTHBOUND,43:SOUTHBOUND; 343:SOUTHBOUND,43; 343,,2
9748,3030 Birchmount Rd - Scarborough Health Network Birchmount Hospital,17,17 - Birchmount,NORTHBOUND,17:NORTHBOUND,,17,1
8691,3034 Weston Rd,165,165 - Weston Rd North,WESTBOUND,165:WESTBOUND,,165,1
15603,3050 Dufferin St - Caboto Terrace,400,400 - Lawrence Manor,EASTBOUND; WESTBOUND,400:EASTBOUND; 400:WESTBOUND,400,400,1
8232,3160 Steeles Ave East,53; 353,53 - Steeles East; 353 - Steeles,EASTBOUND,53:EASTBOUND; 353:EASTBOUND,53; 353,,2
13478,3174 Bathurst St,400,400 - Lawrence Manor,EASTBOUND,400:EASTBOUND,400,,1
7589,32 Carluke Cres,78,78 - St Andrews,WESTBOUND,78:WESTBOUND,,78,1
6679,3200 Pharmacy Ave,167,167 - Pharmacy North,NORTHBOUND,167:NORTHBOUND,,167,1
14421,3223 Kennedy Rd,43; 343,43 - Kennedy; 343 - Kennedy,SOUTHBOUND,43:SOUTHBOUND; 343:SOUTHBOUND,43; 343,,2
4067,3241 Kennedy Rd,43; 343,43 - Kennedy; 343 - Kennedy,SOUTHBOUND,43:SOUTHBOUND; 343:SOUTHBOUND,43; 343,,2
16280,326 Humber College Blvd,96,96 - Wilson,EASTBOUND,96:EASTBOUND,96,,1
13698,327 Dixon Rd,52; 352,52 - Lawrence West; 352 - Lawrence West,WESTBOUND,52:WESTBOUND; 352:WESTBOUND,,52; 352,2
16627,327 Kipling Avenue,110,110 - Islington South,SOUTHBOUND,110:SOUTHBOUND,110,,1
8665,328 The West Mall,112,112 - West Mall,WESTBOUND,112:WESTBOUND,,112,1
308,3292 Bayview Ave,11,11 - Bayview,NORTHBOUND,11:NORTHBOUND,,11,1
313,3311 Bayview Ave,11,11 - Bayview,SOUTHBOUND,11:SOUTHBOUND,11,,1
10533,3325 Warden Ave,68; 324,68 - Warden; 324 - Victoria Park,SOUTHBOUND,68:SOUTHBOUND; 324:SOUTHBOUND,68; 324,,2
16666,335 Champagne Dr,107,107 - Alness-Chesswood,WESTBOUND,107:WESTBOUND,107,,1
16667,335 Champagne Dr,107,107 - Alness-Chesswood,WESTBOUND,107:WESTBOUND,,107,1
6668,3370 Pharmacy Ave,167,167 - Pharmacy North,NORTHBOUND,167:NORTHBOUND,,167,1
320,3377 Bayview Ave,11,11 - Bayview,SOUTHBOUND,11:SOUTHBOUND,11,,1
15601,338 Falstaff Ave - Casa Abruzzo,400,400 - Lawrence Manor,EASTBOUND; WESTBOUND,400:EASTBOUND; 400:WESTBOUND,400,400,1
8209,3381 Steeles Ave East,53; 353,53 - Steeles East; 353 - Steeles,EASTBOUND,53:EASTBOUND; 353:EASTBOUND,,53; 353,2
8666,339 The West Mall,112; 300,112 - West Mall; 300 - Bloor-Danforth,WESTBOUND; EASTBOUND,112:WESTBOUND; 300:EASTBOUND,112; 300,,2
15809,3390 Major Mackenzie Dr East,68,68 - Warden,NORTHBOUND,68:NORTHBOUND,,68,1
8688,3395 Weston Rd,165; 384,165 - Weston Rd North; 384 - Sheppard West,EASTBOUND,165:EASTBOUND; 384:EASTBOUND,165; 384,,2
12043,34 Moore Park Ave,97,97 - Yonge,SOUTHBOUND; NORTHBOUND,97:SOUTHBOUND; 97:NORTHBOUND,97,97,1
16119,340 Chaplin Cres,14; 33,14 - Glencairn; 33 - Forest Hill,WESTBOUND; NORTHBOUND,14:WESTBOUND; 33:NORTHBOUND,,14; 33,2
3415,340 Chaplin Cres,14,14 - Glencairn,EASTBOUND,14:EASTBOUND,14,,1
15235,340 Wilson Ave,96; 160; 165; 396,96 - Wilson; 160 - Bathurst North; 165 - Weston Rd North; 396 - Wilson,EASTBOUND; NORTHBOUND,96:EASTBOUND; 160:NORTHBOUND; 165:EASTBOUND; 396:EASTBOUND,96; 165; 396,160,4
9153,3400 Keele St,41; 341,41 - Keele; 341 - Keele,NORTHBOUND,41:NORTHBOUND; 341:NORTHBOUND,,41; 341,2
10037,3447 Kennedy Rd,43; 343,43 - Kennedy; 343 - Kennedy,SOUTHBOUND,43:SOUTHBOUND; 343:SOUTHBOUND,43; 343,,2
2932,345 Morningside Ave,12; 116; 334; 905,12 - Kingston Rd; 116 - Morningside; 334 - Eglinton; 905 - Eglinton East Express,WESTBOUND; EASTBOUND,12:WESTBOUND; 116:WESTBOUND; 334:WESTBOUND; 905:EASTBOUND,,12; 116; 334; 905,4
1842,3450 Danforth Ave,20; 68; 300,20 - Cliffside; 68 - Warden; 300 - Bloor-Danforth,EASTBOUND; SOUTHBOUND; WESTBOUND,20:EASTBOUND; 68:SOUTHBOUND; 300:EASTBOUND; 300:WESTBOUND,20; 68; 300,300,3
10832,3450 McNicoll Ave,42,42 - Cummer,EASTBOUND,42:EASTBOUND,42,,1
1841,347 Danforth Rd,113; 300,113 - Danforth; 300 - Bloor-Danforth,WESTBOUND,113:WESTBOUND; 300:WESTBOUND,,113; 300,2
10830,3480 McNicoll Ave,42,42 - Cummer,EASTBOUND,42:EASTBOUND,42,,1
14367,35 Carl Hall Rd,101,101 - Downsview Park,SOUTHBOUND,101:SOUTHBOUND,101,,1
14919,35 Claireville Dr,96,96 - Wilson,WESTBOUND,96:WESTBOUND,,96,1
8358,35 Thorncliffe Park Dr,72; 88; 156; 325; 403,72 - Pape; 88 - South Leaside; 156 - Millwood; 325 - Don Mills; 403 - South Don Mills,SOUTHBOUND; WESTBOUND; NORTHBOUND; EASTBOUND,72:SOUTHBOUND; 88:WESTBOUND; 156:NORTHBOUND; 325:SOUTHBOUND; 403:EASTBOUND,72; 156; 325; 403,88,5
2936,350 Morningside Ave - West Hill Collegiate,12; 116; 334; 905,12 - Kingston Rd; 116 - Morningside; 334 - Eglinton; 905 - Eglinton East Express,EASTBOUND,12:EASTBOUND; 116:EASTBOUND; 334:EASTBOUND; 905:EASTBOUND,12; 116; 334; 905,,4
16552,350 Orton Park Rd - Henry Hudson Senior Public School,154,154 - Curran Hall,EASTBOUND,154:EASTBOUND,154,,1
8291,350 Steeles Ave West,60; 353,60 - Steeles West; 353 - Steeles,EASTBOUND,60:EASTBOUND; 353:EASTBOUND,60; 353,,2
2555,3501 Finch Ave East,39; 339,39 - Finch East; 339 - Finch East,EASTBOUND,39:EASTBOUND; 339:EASTBOUND,,39; 339,2
10514,3507 Ellesmere Rd,95; 395,95 - York Mills; 395 - York Mills,WESTBOUND,95:WESTBOUND; 395:WESTBOUND,,95; 395,2
16771,3530 Sheppard Ave East,85; 385,85 - Sheppard East; 385 - Sheppard East,EASTBOUND,85:EASTBOUND; 385:EASTBOUND,85; 385,,2
919,3555 Danforth Ave,20,20 - Cliffside,WESTBOUND,20:WESTBOUND,,20,1
16195,3574 Eglinton Ave West,27; 32; 35; 73; 334,27 - Jane South; 32 - Eglinton West; 35 - Jane; 73 - Royal York; 334 - Eglinton,NORTHBOUND; EASTBOUND; SOUTHBOUND,27:NORTHBOUND; 32:EASTBOUND; 35:SOUTHBOUND; 73:NORTHBOUND; 334:EASTBOUND,32; 35; 334,27; 73,5
14920,36 Claireville Dr,96,96 - Wilson,EASTBOUND,96:EASTBOUND,96,,1
8296,3600 Steeles Ave West,60; 166; 960,60 - Steeles West; 166 - Toryork; 960 - Steeles West Express,EASTBOUND,60:EASTBOUND; 166:EASTBOUND; 960:EASTBOUND,60; 166; 960,,3
9992,361 The West Mall,112; 300,112 - West Mall; 300 - Bloor-Danforth,WESTBOUND; EASTBOUND,112:WESTBOUND; 300:EASTBOUND,112; 300,,2
8692,3636 Weston Rd,165; 384,165 - Weston Rd North; 384 - Sheppard West,WESTBOUND,165:WESTBOUND; 384:WESTBOUND,,165; 384,2
2200,366 The East Mall,111; 300,111 - East Mall; 300 - Bloor-Danforth,EASTBOUND; WESTBOUND,111:EASTBOUND; 300:EASTBOUND; 300:WESTBOUND,300,111; 300,2
15987,3671 Dundas St West,40; 55,40 - Junction-Dundas West; 55 - Warren Park,WESTBOUND; NORTHBOUND,40:WESTBOUND; 55:NORTHBOUND,,40; 55,2
8701,3689 Weston Rd,165; 384,165 - Weston Rd North; 384 - Sheppard West,EASTBOUND,165:EASTBOUND; 384:EASTBOUND,165; 384,,2
5856,370 Norfinch Dr,84,84 - Sheppard West,WESTBOUND,84:WESTBOUND,,84,1
590,3700 Bloor St West at Resurrection Rd,149; 300,149 - Etobicoke-Bloor; 300 - Bloor-Danforth,EASTBOUND,149:EASTBOUND; 300:EASTBOUND,149; 300,,2
15011,3701 Danforth Ave - Variety Village,12; 69,12 - Kingston Rd; 69 - Warden South,WESTBOUND; NORTHBOUND,12:WESTBOUND; 69:NORTHBOUND,,12; 69,2
1843,375 Danforth Rd,113; 300,113 - Danforth; 300 - Bloor-Danforth,WESTBOUND,113:WESTBOUND; 300:WESTBOUND,,113; 300,2
5857,375 Norfinch Dr,84,84 - Sheppard West,EASTBOUND,84:EASTBOUND,84,,1
16710,3750 Lawrence Ave East - Giant Tiger,406,406 - Scarborough-Guildwood,SOUTHBOUND; NORTHBOUND,406:SOUTHBOUND; 406:NORTHBOUND,406,406,1
14397,3750 Midland Ave,57,57 - Midland,SOUTHBOUND,57:SOUTHBOUND,57,,1
14398,3750 Midland Ave,57,57 - Midland,NORTHBOUND,57:NORTHBOUND,,57,1
15234,379 Wilson Ave,96; 160; 165; 396,96 - Wilson; 160 - Bathurst North; 165 - Weston Rd North; 396 - Wilson,WESTBOUND; NORTHBOUND,96:WESTBOUND; 160:NORTHBOUND; 165:WESTBOUND; 396:WESTBOUND,160,96; 165; 396,4
1433,38 Orfus Rd,18,18 - Caledonia,NORTHBOUND,18:NORTHBOUND,,18,1
8357,38 Thorncliffe Park Dr,72; 325; 403,72 - Pape; 325 - Don Mills; 403 - South Don Mills,NORTHBOUND,72:NORTHBOUND; 325:NORTHBOUND; 403:NORTHBOUND,,72; 325; 403,3
8954,3800 Yonge St,97; 320,97 - Yonge; 320 - Yonge,NORTHBOUND,97:NORTHBOUND; 320:NORTHBOUND,,97; 320,2
9523,3900 Victoria Park Ave,24,24 - Victoria Park,NORTHBOUND,24:NORTHBOUND,,24,1
10835,395 Passmore Ave,42,42 - Cummer,WESTBOUND,42:WESTBOUND,,42,1
8681,399 The West Mall - Etobicoke Civic Centre,112; 300,112 - West Mall; 300 - Bloor-Danforth,WESTBOUND; EASTBOUND,112:WESTBOUND; 300:EASTBOUND,112; 300,,2
4487,40 Milvan Dr,119,119 - Torbarrie,EASTBOUND,119:EASTBOUND,119,,1
5865,40 Norfinch Dr,84,84 - Sheppard West,WESTBOUND,84:WESTBOUND,,84,1
16749,40 Nugget Ave,131,131 - Nugget,EASTBOUND,131:EASTBOUND,,131,1
15605,40 Playfair Ave - Villa Colombo,400,400 - Lawrence Manor,EASTBOUND; WESTBOUND,400:EASTBOUND; 400:WESTBOUND,400,400,1
16282,40 Rivalda Rd,84,84 - Sheppard West,EASTBOUND; WESTBOUND,84:EASTBOUND; 84:WESTBOUND,84,84,1
3288,400 Alliance Ave,171,171 - Mount Dennis,NORTHBOUND,171:NORTHBOUND,,171,1
15437,400 Burnhamthorpe Rd,50,50 - Burnhamthorpe,WESTBOUND,50:WESTBOUND,,50,1
15438,400 Burnhamthorpe Rd,50,50 - Burnhamthorpe,EASTBOUND,50:EASTBOUND,50,,1
11561,400 Evans Ave,15; 315,15 - Evans; 315 - Evans-Brown's Line,WESTBOUND,15:WESTBOUND; 315:WESTBOUND,15,315,2
2458,400 Evans Ave,15; 315,15 - Evans; 315 - Evans-Brown's Line,EASTBOUND,15:EASTBOUND; 315:EASTBOUND,315,15,2
6955,400 Rockcliffe Blvd - Rockcliffe Middle School,71,71 - Runnymede,NORTHBOUND,71:NORTHBOUND,,71,1
8680,400 The West Mall,112,112 - West Mall,WESTBOUND,112:WESTBOUND,,112,1
16050,4005 Eglinton Ave West,32; 334; 405,32 - Eglinton West; 334 - Eglinton; 405 - Etobicoke,WESTBOUND,32:WESTBOUND; 334:WESTBOUND; 405:WESTBOUND,,32; 334; 405,3
15271,4005 Eglinton Ave West - Scarlett Heights Residence,405,405 - Etobicoke,WESTBOUND,405:WESTBOUND,,405,1
15402,401 Clayson Rd,119,119 - Torbarrie,EASTBOUND,119:EASTBOUND,119,,1
14527,41 Torbarrie Rd,119,119 - Torbarrie,EASTBOUND,119:EASTBOUND,119,,1
5228,4121 Lawrence Ave East,54; 354,54 - Lawrence East; 354 - Lawrence East,EASTBOUND,54:EASTBOUND; 354:EASTBOUND,,54; 354,2
9146,4148 Jane St,35; 335,35 - Jane; 335 - Jane,NORTHBOUND,35:NORTHBOUND; 335:NORTHBOUND,,35; 335,2
10530,4150 Midland Ave,43; 57; 343,43 - Kennedy; 57 - Midland; 343 - Kennedy,NORTHBOUND,43:NORTHBOUND; 57:NORTHBOUND; 343:NORTHBOUND,,43; 57; 343,3
7306,418 Sherbourne St,75,75 - Sherbourne,NORTHBOUND,75:NORTHBOUND,,75,1
1328,419 Midland Ave North Side,20,20 - Cliffside,WESTBOUND,20:WESTBOUND,,20,1
6323,422 Consumers Rd,24; 167,24 - Victoria Park; 167 - Pharmacy North,SOUTHBOUND; NORTHBOUND,24:SOUTHBOUND; 167:NORTHBOUND,24,167,2
5208,422 Lansdowne Ave,47,47 - Lansdowne,NORTHBOUND,47:NORTHBOUND,,47,1
13345,4242 Dundas St West - Kingsway Mills Plaza,40,40 - Junction-Dundas West,EASTBOUND,40:EASTBOUND,40,,1
3286,425 Alliance Ave,171,171 - Mount Dennis,SOUTHBOUND,171:SOUTHBOUND,171,,1
7708,426 Ellesmere Rd,95; 395,95 - York Mills; 395 - York Mills,EASTBOUND,95:EASTBOUND; 395:EASTBOUND,95; 395,,2
9292,43 Drewry Ave,125,125 - Drewry,WESTBOUND,125:WESTBOUND,,125,1
11556,430 Tapscott Rd,134,134 - Progress,NORTHBOUND,134:NORTHBOUND,,134,1
16722,4325 McCowan Rd,129; 316,129 - McCowan North; 316 - Kingston Rd-McCowan,NORTHBOUND,129:NORTHBOUND; 316:NORTHBOUND,,129; 316,2
9818,4325 McCowan Rd - Milliken Park Rec Centre,129; 316,129 - McCowan North; 316 - Kingston Rd-McCowan,NORTHBOUND; SOUTHBOUND,129:NORTHBOUND; 316:SOUTHBOUND,129; 316,,2
7307,433 Sherbourne St,75,75 - Sherbourne,SOUTHBOUND,75:SOUTHBOUND,75,,1
2739,4359 Jane St,35; 335,35 - Jane; 335 - Jane,SOUTHBOUND,35:SOUTHBOUND; 335:SOUTHBOUND,35; 335,,2
6302,44 Coe Hill Dr,77,77 - Swansea,NORTHBOUND,77:NORTHBOUND,,77,1
9101,44 Kodiak Cres,107,107 - Alness-Chesswood,WESTBOUND,107:WESTBOUND,,107,1
2834,44 Longbourne Dr,111,111 - East Mall,EASTBOUND,111:EASTBOUND,111,,1
1353,44 Milner Ave,132,132 - Milner,EASTBOUND,132:EASTBOUND,,132,1
8345,44 Thorncliffe Park Dr,72; 325; 403,72 - Pape; 325 - Don Mills; 403 - South Don Mills,NORTHBOUND,72:NORTHBOUND; 325:NORTHBOUND; 403:NORTHBOUND,,72; 325; 403,3
11528,44 Valley Woods Rd,191,191 - Underhill,NORTHBOUND,191:NORTHBOUND,,191,1
11342,4400 Dufferin St,104; 105; 329,104 - Faywood; 105 - Dufferin North; 329 - Dufferin,SOUTHBOUND; NORTHBOUND,104:SOUTHBOUND; 105:NORTHBOUND; 329:NORTHBOUND,104,105; 329,3
7673,441 Ellesmere Rd,95; 395,95 - York Mills; 395 - York Mills,WESTBOUND,95:WESTBOUND; 395:WESTBOUND,,95; 395,2
